Keyword,Content,sentiment_score,Date_of_posting,Reply_status,reply_delay,Key_relevance,app_name
penalty closed,"""The worst ever in terms of customer service! There is absolutely no guarantee of my rights and no way to reach proper support. I had an old account before where I booked a shuttle; the captain started moving even though I was literally a few steps away and could see him in front of me. He even arrived earlier than the scheduled time, and I ended up paying the penalty. I closed that account and tried again with another one, but after booking a shuttle, I waited and found there was no available c",-1,2025-09-09 15:34:19,0,,0.2809,Uber
moving literally,"""The worst ever in terms of customer service! There is absolutely no guarantee of my rights and no way to reach proper support. I had an old account before where I booked a shuttle; the captain started moving even though I was literally a few steps away and could see him in front of me. He even arrived earlier than the scheduled time, and I ended up paying the penalty. I closed that account and tried again with another one, but after booking a shuttle, I waited and found there was no available c",-1,2025-09-09 15:34:19,0,,0.1553,Uber
wise good,good,1,2025-09-09 15:27:56,0,,1.0,Uber
service quality,i Don’t feel safe with the way issues are handled overall service quality has dropped a lot. I met with an accident and it was totally their riders fault after i reach out to the customer support for reporting this issue they didn't even responsed.,-1,2025-09-09 15:26:13,0,,0.5349,Uber
way issues,i Don’t feel safe with the way issues are handled overall service quality has dropped a lot. I met with an accident and it was totally their riders fault after i reach out to the customer support for reporting this issue they didn't even responsed.,-1,2025-09-09 15:26:13,0,,0.3668,Uber
safe enjoyable,i Don’t feel safe with the way issues are handled overall service quality has dropped a lot. I met with an accident and it was totally their riders fault after i reach out to the customer support for reporting this issue they didn't even responsed.,-1,2025-09-09 15:26:13,0,,0.2809,Uber
met accident,i Don’t feel safe with the way issues are handled overall service quality has dropped a lot. I met with an accident and it was totally their riders fault after i reach out to the customer support for reporting this issue they didn't even responsed.,-1,2025-09-09 15:26:13,0,,0.2798,Uber
totally riders,i Don’t feel safe with the way issues are handled overall service quality has dropped a lot. I met with an accident and it was totally their riders fault after i reach out to the customer support for reporting this issue they didn't even responsed.,-1,2025-09-09 15:26:13,0,,0.1942,Uber
awesome app,awesome app!!! keep up the great work guys 🥰🥰,1,2025-09-09 15:19:29,0,,0.6567,Uber
price app,awesome app!!! keep up the great work guys 🥰🥰,1,2025-09-09 15:19:29,0,,0.4425,Uber
great work,awesome app!!! keep up the great work guys 🥰🥰,1,2025-09-09 15:19:29,0,,0.4314,Uber
waldemar awesome,awesome app!!! keep up the great work guys 🥰🥰,1,2025-09-09 15:19:29,0,,0.3433,Uber
work guys,awesome app!!! keep up the great work guys 🥰🥰,1,2025-09-09 15:19:29,0,,0.2883,Uber
upgraded upi,they have upgraded to UPi and pay the driver directly so inconvenient,-1,2025-09-09 15:12:43,0,,0.5564,Uber
pay driver,they have upgraded to UPi and pay the driver directly so inconvenient,-1,2025-09-09 15:12:43,0,,0.5356,Uber
upi pay,they have upgraded to UPi and pay the driver directly so inconvenient,-1,2025-09-09 15:12:43,0,,0.4928,Uber
convenient,they have upgraded to UPi and pay the driver directly so inconvenient,-1,2025-09-09 15:12:43,0,,0.2764,Uber
directly,they have upgraded to UPi and pay the driver directly so inconvenient,-1,2025-09-09 15:12:43,0,,0.2183,Uber
experience good,Experience ig good,1,2025-09-09 15:10:37,0,,0.9372,Uber
driving good,Experience ig good,1,2025-09-09 15:10:37,0,,0.6891,Uber
obligation law,Experience ig good,1,2025-09-09 15:10:37,0,,0.6384,Uber
bad experience,Experience ig good,1,2025-09-09 15:10:37,0,,0.6383,Uber
wise good,Experience ig good,1,2025-09-09 15:10:37,0,,0.2742,Uber
using uber,too worst app taking 20 mins but no one can accept rides... using uber is a really waste of time Don't trust Uber,-1,2025-09-09 15:07:16,0,,0.668,Uber
worst app,too worst app taking 20 mins but no one can accept rides... using uber is a really waste of time Don't trust Uber,-1,2025-09-09 15:07:16,0,,0.4568,Uber
20 mins,too worst app taking 20 mins but no one can accept rides... using uber is a really waste of time Don't trust Uber,-1,2025-09-09 15:07:16,0,,0.2697,Uber
accepting rejecting,too worst app taking 20 mins but no one can accept rides... using uber is a really waste of time Don't trust Uber,-1,2025-09-09 15:07:16,0,,0.1566,Uber
dependable really,too worst app taking 20 mins but no one can accept rides... using uber is a really waste of time Don't trust Uber,-1,2025-09-09 15:07:16,0,,0.072,Uber
adress home,adress for my home wrong in Uber app,-1,2025-09-09 15:02:33,0,,0.6,Uber
wrong uber,adress for my home wrong in Uber app,-1,2025-09-09 15:02:33,0,,0.5529,Uber
uber app,adress for my home wrong in Uber app,-1,2025-09-09 15:02:33,0,,0.5067,Uber
home wrong,adress for my home wrong in Uber app,-1,2025-09-09 15:02:33,0,,0.4999,Uber
price app,adress for my home wrong in Uber app,-1,2025-09-09 15:02:33,0,,0.2998,Uber
booking fare,takes too much time after booking resulting unusual panic,-1,2025-09-09 14:59:18,0,,0.5749,Uber
panic,takes too much time after booking resulting unusual panic,-1,2025-09-09 14:59:18,0,,0.4311,Uber
takes time,takes too much time after booking resulting unusual panic,-1,2025-09-09 14:59:18,0,,0.3961,Uber
unusual,takes too much time after booking resulting unusual panic,-1,2025-09-09 14:59:18,0,,0.1973,Uber
resulting,takes too much time after booking resulting unusual panic,-1,2025-09-09 14:59:18,0,,0.1231,Uber
intentado contactar,"¡me bloquearon la cuenta! y ni siquiera me dieron razón de por qué, he intentado contactar servicio al cliente, pero es imposible.",0,2025-09-09 14:58:32,0,,0.5915,Uber
cliente pero,"¡me bloquearon la cuenta! y ni siquiera me dieron razón de por qué, he intentado contactar servicio al cliente, pero es imposible.",0,2025-09-09 14:58:32,0,,0.4892,Uber
la cuenta,"¡me bloquearon la cuenta! y ni siquiera me dieron razón de por qué, he intentado contactar servicio al cliente, pero es imposible.",0,2025-09-09 14:58:32,0,,0.4313,Uber
bloquearon,"¡me bloquearon la cuenta! y ni siquiera me dieron razón de por qué, he intentado contactar servicio al cliente, pero es imposible.",0,2025-09-09 14:58:32,0,,0.3212,Uber
dieron,"¡me bloquearon la cuenta! y ni siquiera me dieron razón de por qué, he intentado contactar servicio al cliente, pero es imposible.",0,2025-09-09 14:58:32,0,,0.3039,Uber
wonderful uber,In times of need like when your phone suddenly shuts off. Your Uber will still somehow find you and ya gotta love that.,1,2025-09-09 14:56:32,0,,0.6524,Uber
like phone,In times of need like when your phone suddenly shuts off. Your Uber will still somehow find you and ya gotta love that.,1,2025-09-09 14:56:32,0,,0.3319,Uber
got,In times of need like when your phone suddenly shuts off. Your Uber will still somehow find you and ya gotta love that.,1,2025-09-09 14:56:32,0,,0.2155,Uber
suddenly shuts,In times of need like when your phone suddenly shuts off. Your Uber will still somehow find you and ya gotta love that.,1,2025-09-09 14:56:32,0,,0.1918,Uber
loved service,In times of need like when your phone suddenly shuts off. Your Uber will still somehow find you and ya gotta love that.,1,2025-09-09 14:56:32,0,,0.1657,Uber
cancel trip,"Endless frustration. Drivers are not held accountable for rides that the customer cancels so nearly every day while trying to commute to work I am faced with drivers who will accept your ride request and then sit in a parking lot for upwards of 20 minutes until you cancel the ride yourself so they are not hit with a penalty. Use Lfyt instead. Their prices fluctuate somewhat unpdictably, but I've yet to have a Lyft driver wait out the clock.",-1,2025-09-09 14:55:06,0,,0.5414,Uber
lyft driver,"Endless frustration. Drivers are not held accountable for rides that the customer cancels so nearly every day while trying to commute to work I am faced with drivers who will accept your ride request and then sit in a parking lot for upwards of 20 minutes until you cancel the ride yourself so they are not hit with a penalty. Use Lfyt instead. Their prices fluctuate somewhat unpdictably, but I've yet to have a Lyft driver wait out the clock.",-1,2025-09-09 14:55:06,0,,0.529,Uber
prices fluctuate,"Endless frustration. Drivers are not held accountable for rides that the customer cancels so nearly every day while trying to commute to work I am faced with drivers who will accept your ride request and then sit in a parking lot for upwards of 20 minutes until you cancel the ride yourself so they are not hit with a penalty. Use Lfyt instead. Their prices fluctuate somewhat unpdictably, but I've yet to have a Lyft driver wait out the clock.",-1,2025-09-09 14:55:06,0,,0.2193,Uber
use lfyt,"Endless frustration. Drivers are not held accountable for rides that the customer cancels so nearly every day while trying to commute to work I am faced with drivers who will accept your ride request and then sit in a parking lot for upwards of 20 minutes until you cancel the ride yourself so they are not hit with a penalty. Use Lfyt instead. Their prices fluctuate somewhat unpdictably, but I've yet to have a Lyft driver wait out the clock.",-1,2025-09-09 14:55:06,0,,0.1841,Uber
nearly day,"Endless frustration. Drivers are not held accountable for rides that the customer cancels so nearly every day while trying to commute to work I am faced with drivers who will accept your ride request and then sit in a parking lot for upwards of 20 minutes until you cancel the ride yourself so they are not hit with a penalty. Use Lfyt instead. Their prices fluctuate somewhat unpdictably, but I've yet to have a Lyft driver wait out the clock.",-1,2025-09-09 14:55:06,0,,0.0726,Uber
ok ok,something ok ok,1,2025-09-09 14:52:34,0,,0.654,Uber
booking drivers,something ok ok,1,2025-09-09 14:52:34,0,,0.5693,Uber
fare split,"Split Fare Does NOT Work. This has been an issue for the last 3 years, apparently? and Uber still hasn't fixed it. The pop-up for accepting a fare split appears, but hitting ""accept"" does nothing. This issue persists after re-installing the app, restarting my phone, and re-logging into my account. Incredibly annoying and unacceptable for an app this big, generating that much money off their underpaid driver's backs to not spend a little money on the dev team to fix this glaring issue. Yikes.",-1,2025-09-09 14:52:28,0,,0.6201,Uber
uber hasn,"Split Fare Does NOT Work. This has been an issue for the last 3 years, apparently? and Uber still hasn't fixed it. The pop-up for accepting a fare split appears, but hitting ""accept"" does nothing. This issue persists after re-installing the app, restarting my phone, and re-logging into my account. Incredibly annoying and unacceptable for an app this big, generating that much money off their underpaid driver's backs to not spend a little money on the dev team to fix this glaring issue. Yikes.",-1,2025-09-09 14:52:28,0,,0.4222,Uber
underpaid driver,"Split Fare Does NOT Work. This has been an issue for the last 3 years, apparently? and Uber still hasn't fixed it. The pop-up for accepting a fare split appears, but hitting ""accept"" does nothing. This issue persists after re-installing the app, restarting my phone, and re-logging into my account. Incredibly annoying and unacceptable for an app this big, generating that much money off their underpaid driver's backs to not spend a little money on the dev team to fix this glaring issue. Yikes.",-1,2025-09-09 14:52:28,0,,0.2277,Uber
accept does,"Split Fare Does NOT Work. This has been an issue for the last 3 years, apparently? and Uber still hasn't fixed it. The pop-up for accepting a fare split appears, but hitting ""accept"" does nothing. This issue persists after re-installing the app, restarting my phone, and re-logging into my account. Incredibly annoying and unacceptable for an app this big, generating that much money off their underpaid driver's backs to not spend a little money on the dev team to fix this glaring issue. Yikes.",-1,2025-09-09 14:52:28,0,,0.2065,Uber
app restarting,"Split Fare Does NOT Work. This has been an issue for the last 3 years, apparently? and Uber still hasn't fixed it. The pop-up for accepting a fare split appears, but hitting ""accept"" does nothing. This issue persists after re-installing the app, restarting my phone, and re-logging into my account. Incredibly annoying and unacceptable for an app this big, generating that much money off their underpaid driver's backs to not spend a little money on the dev team to fix this glaring issue. Yikes.",-1,2025-09-09 14:52:28,0,,0.1704,Uber
nice amegig,game is very nice and amegig,1,2025-09-09 14:48:28,0,,0.6004,Uber
game nice,game is very nice and amegig,1,2025-09-09 14:48:28,0,,0.4948,Uber
nice person,game is very nice and amegig,1,2025-09-09 14:48:28,0,,0.176,Uber
uber cab,I would like more females driver when I ride the Uber cab service but overall I like the service they are good,1,2025-09-09 14:38:24,0,,0.5917,Uber
females driver,I would like more females driver when I ride the Uber cab service but overall I like the service they are good,1,2025-09-09 14:38:24,0,,0.5449,Uber
like females,I would like more females driver when I ride the Uber cab service but overall I like the service they are good,1,2025-09-09 14:38:24,0,,0.341,Uber
service overall,I would like more females driver when I ride the Uber cab service but overall I like the service they are good,1,2025-09-09 14:38:24,0,,0.3291,Uber
wise good,I would like more females driver when I ride the Uber cab service but overall I like the service they are good,1,2025-09-09 14:38:24,0,,0.136,Uber
ride sharing,"when I need a ride they are there. I used ride share with another guy going to PGA. all good, better price.",1,2025-09-09 14:37:23,0,,0.6695,Uber
pga good,"when I need a ride they are there. I used ride share with another guy going to PGA. all good, better price.",1,2025-09-09 14:37:23,0,,0.4981,Uber
guy going,"when I need a ride they are there. I used ride share with another guy going to PGA. all good, better price.",1,2025-09-09 14:37:23,0,,0.1487,Uber
uber better,"when I need a ride they are there. I used ride share with another guy going to PGA. all good, better price.",1,2025-09-09 14:37:23,0,,0.0889,Uber
time need,"when I need a ride they are there. I used ride share with another guy going to PGA. all good, better price.",1,2025-09-09 14:37:23,0,,0.0723,Uber
booking 106rs,very bad application while booking 106rs fare amount shown after reach to drop location fare amount changed to 186rs...what a Robbery idea from customer... so please install and use this application,-1,2025-09-09 14:35:29,0,,0.5336,Uber
fare changed,very bad application while booking 106rs fare amount shown after reach to drop location fare amount changed to 186rs...what a Robbery idea from customer... so please install and use this application,-1,2025-09-09 14:35:29,0,,0.5329,Uber
bad app,very bad application while booking 106rs fare amount shown after reach to drop location fare amount changed to 186rs...what a Robbery idea from customer... so please install and use this application,-1,2025-09-09 14:35:29,0,,0.3872,Uber
drop location,very bad application while booking 106rs fare amount shown after reach to drop location fare amount changed to 186rs...what a Robbery idea from customer... so please install and use this application,-1,2025-09-09 14:35:29,0,,0.3109,Uber
shown reach,very bad application while booking 106rs fare amount shown after reach to drop location fare amount changed to 186rs...what a Robbery idea from customer... so please install and use this application,-1,2025-09-09 14:35:29,0,,0.1319,Uber
educados transportistas,Siempre a tiempo y muy educados transportistas.,0,2025-09-09 14:35:04,0,,0.8258,Uber
muy educados,Siempre a tiempo y muy educados transportistas.,0,2025-09-09 14:35:04,0,,0.5864,Uber
tiempo muy,Siempre a tiempo y muy educados transportistas.,0,2025-09-09 14:35:04,0,,0.4544,Uber
siempre,Siempre a tiempo y muy educados transportistas.,0,2025-09-09 14:35:04,0,,0.2709,Uber
best work,best work,1,2025-09-09 14:33:40,0,,1.0,Uber
best thing,best work,1,2025-09-09 14:33:40,0,,0.6981,Uber
worked,best work,1,2025-09-09 14:33:40,0,,0.6203,Uber
pension allows,"I would sooner use your services, as I am partially in a wheelchair these days ... and I don't have a pension that allows me to be ripped off",-1,2025-09-09 14:31:58,0,,0.4826,Uber
wheelchair,"I would sooner use your services, as I am partially in a wheelchair these days ... and I don't have a pension that allows me to be ripped off",-1,2025-09-09 14:31:58,0,,0.4331,Uber
use services,"I would sooner use your services, as I am partially in a wheelchair these days ... and I don't have a pension that allows me to be ripped off",-1,2025-09-09 14:31:58,0,,0.3968,Uber
sooner,"I would sooner use your services, as I am partially in a wheelchair these days ... and I don't have a pension that allows me to be ripped off",-1,2025-09-09 14:31:58,0,,0.1169,Uber
good tipped,"I would sooner use your services, as I am partially in a wheelchair these days ... and I don't have a pension that allows me to be ripped off",-1,2025-09-09 14:31:58,0,,0.062,Uber
integration billing,"The app works great, seamless integration into billing, works even with abysmal data coverage. Notice!",1,2025-09-09 14:27:14,0,,0.5842,Uber
data coverage,"The app works great, seamless integration into billing, works even with abysmal data coverage. Notice!",1,2025-09-09 14:27:14,0,,0.4012,Uber
price app,"The app works great, seamless integration into billing, works even with abysmal data coverage. Notice!",1,2025-09-09 14:27:14,0,,0.3516,Uber
works abysmal,"The app works great, seamless integration into billing, works even with abysmal data coverage. Notice!",1,2025-09-09 14:27:14,0,,0.2237,Uber
great seamless,"The app works great, seamless integration into billing, works even with abysmal data coverage. Notice!",1,2025-09-09 14:27:14,0,,0.1825,Uber
good service,very good service,1,2025-09-09 14:26:22,0,,0.8937,Uber
loved service,very good service,1,2025-09-09 14:26:22,0,,0.5967,Uber
wise good,very good service,1,2025-09-09 14:26:22,0,,0.3583,Uber
easy use,easy to use,1,2025-09-09 14:17:34,0,,0.9507,Uber
users live,easy to use,1,2025-09-09 14:17:34,0,,0.6445,Uber
easy smooth,easy to use,1,2025-09-09 14:17:34,0,,0.5904,Uber
wonderful uber,"since yesterday Uber had been very bad with the directions, I can't book a trip cause your mapa takes me trought the longer way to go... and even there's not road in some places... you should improve you're más in Comayagua, Honduras.",-1,2025-09-09 14:15:11,0,,0.5102,Uber
comayagua honduras,"since yesterday Uber had been very bad with the directions, I can't book a trip cause your mapa takes me trought the longer way to go... and even there's not road in some places... you should improve you're más in Comayagua, Honduras.",-1,2025-09-09 14:15:11,0,,0.4218,Uber
mapa takes,"since yesterday Uber had been very bad with the directions, I can't book a trip cause your mapa takes me trought the longer way to go... and even there's not road in some places... you should improve you're más in Comayagua, Honduras.",-1,2025-09-09 14:15:11,0,,0.4001,Uber
bad directions,"since yesterday Uber had been very bad with the directions, I can't book a trip cause your mapa takes me trought the longer way to go... and even there's not road in some places... you should improve you're más in Comayagua, Honduras.",-1,2025-09-09 14:15:11,0,,0.3081,Uber
improve más,"since yesterday Uber had been very bad with the directions, I can't book a trip cause your mapa takes me trought the longer way to go... and even there's not road in some places... you should improve you're más in Comayagua, Honduras.",-1,2025-09-09 14:15:11,0,,0.176,Uber
app costomer,very bad app for costomer and driver,-1,2025-09-09 14:14:58,0,,0.824,Uber
uber driver,very bad app for costomer and driver,-1,2025-09-09 14:14:58,0,,0.6852,Uber
bad app,very bad app for costomer and driver,-1,2025-09-09 14:14:58,0,,0.5967,Uber
booking drivers,very bad app for costomer and driver,-1,2025-09-09 14:14:58,0,,0.3839,Uber
bad experience,very bad app for costomer and driver,-1,2025-09-09 14:14:58,0,,0.2193,Uber
loved service,very bad service,-1,2025-09-09 14:14:37,0,,0.9132,Uber
bad experience,very bad service,-1,2025-09-09 14:14:37,0,,0.5744,Uber
ride app,best ride app,1,2025-09-09 14:12:08,0,,0.9128,Uber
best rides,best ride app,1,2025-09-09 14:12:08,0,,0.74,Uber
rides ubder,best ride app,1,2025-09-09 14:12:08,0,,0.626,Uber
price app,best ride app,1,2025-09-09 14:12:08,0,,0.491,Uber
best thing,best ride app,1,2025-09-09 14:12:08,0,,0.3142,Uber
modelo negocio,"Precios excesivamente altos, modelo de negocio del asco para repartidores, literal hasta te cobran una cuota por usar la aplicación para trabajar , atención al cliente pésima, te retienen dinero de la tarjeta antes siquiera llegue el chófer, entre muchas otras cosas Uber ya no es lo de antes no la recomiendo ni como usuario ni para trabajar. Se supone que te tiene que facilitar el llegar a tu destino pero no cumple con este objetivo, a y por si fuera poco la aplicación se ha vuelto super lenta",0,2025-09-09 14:10:32,0,,0.5184,Uber
trabajar atención,"Precios excesivamente altos, modelo de negocio del asco para repartidores, literal hasta te cobran una cuota por usar la aplicación para trabajar , atención al cliente pésima, te retienen dinero de la tarjeta antes siquiera llegue el chófer, entre muchas otras cosas Uber ya no es lo de antes no la recomiendo ni como usuario ni para trabajar. Se supone que te tiene que facilitar el llegar a tu destino pero no cumple con este objetivo, a y por si fuera poco la aplicación se ha vuelto super lenta",0,2025-09-09 14:10:32,0,,0.4985,Uber
cliente pero,"Precios excesivamente altos, modelo de negocio del asco para repartidores, literal hasta te cobran una cuota por usar la aplicación para trabajar , atención al cliente pésima, te retienen dinero de la tarjeta antes siquiera llegue el chófer, entre muchas otras cosas Uber ya no es lo de antes no la recomiendo ni como usuario ni para trabajar. Se supone que te tiene que facilitar el llegar a tu destino pero no cumple con este objetivo, a y por si fuera poco la aplicación se ha vuelto super lenta",0,2025-09-09 14:10:32,0,,0.3081,Uber
literal hasta,"Precios excesivamente altos, modelo de negocio del asco para repartidores, literal hasta te cobran una cuota por usar la aplicación para trabajar , atención al cliente pésima, te retienen dinero de la tarjeta antes siquiera llegue el chófer, entre muchas otras cosas Uber ya no es lo de antes no la recomiendo ni como usuario ni para trabajar. Se supone que te tiene que facilitar el llegar a tu destino pero no cumple con este objetivo, a y por si fuera poco la aplicación se ha vuelto super lenta",0,2025-09-09 14:10:32,0,,0.2365,Uber
uber app,"Precios excesivamente altos, modelo de negocio del asco para repartidores, literal hasta te cobran una cuota por usar la aplicación para trabajar , atención al cliente pésima, te retienen dinero de la tarjeta antes siquiera llegue el chófer, entre muchas otras cosas Uber ya no es lo de antes no la recomiendo ni como usuario ni para trabajar. Se supone que te tiene que facilitar el llegar a tu destino pero no cumple con este objetivo, a y por si fuera poco la aplicación se ha vuelto super lenta",0,2025-09-09 14:10:32,0,,0.2006,Uber
comfortable rides,Comfortable rides,1,2025-09-09 14:09:49,0,,1.0,Uber
rides ubder,Comfortable rides,1,2025-09-09 14:09:49,0,,0.7927,Uber
dirty uncomfortable,Comfortable rides,1,2025-09-09 14:09:49,0,,0.6609,Uber
وتجربة,اسوء تجربة رحلات في حياتي .. بجد الرحلة اتلغت ٣ مرات من السواقين بعد انتظار اكتر من نص ساعة ؟؟ حتي مفيش سواقين بيتحاسبوا علي ده ؟!!! مفيش نظام,0,2025-09-09 14:05:23,0,,0.6804,Uber
مفيش,اسوء تجربة رحلات في حياتي .. بجد الرحلة اتلغت ٣ مرات من السواقين بعد انتظار اكتر من نص ساعة ؟؟ حتي مفيش سواقين بيتحاسبوا علي ده ؟!!! مفيش نظام,0,2025-09-09 14:05:23,0,,0.545,Uber
اسوء,اسوء تجربة رحلات في حياتي .. بجد الرحلة اتلغت ٣ مرات من السواقين بعد انتظار اكتر من نص ساعة ؟؟ حتي مفيش سواقين بيتحاسبوا علي ده ؟!!! مفيش نظام,0,2025-09-09 14:05:23,0,,0.5183,Uber
نظام,اسوء تجربة رحلات في حياتي .. بجد الرحلة اتلغت ٣ مرات من السواقين بعد انتظار اكتر من نص ساعة ؟؟ حتي مفيش سواقين بيتحاسبوا علي ده ؟!!! مفيش نظام,0,2025-09-09 14:05:23,0,,0.4953,Uber
بعد,اسوء تجربة رحلات في حياتي .. بجد الرحلة اتلغت ٣ مرات من السواقين بعد انتظار اكتر من نص ساعة ؟؟ حتي مفيش سواقين بيتحاسبوا علي ده ؟!!! مفيش نظام,0,2025-09-09 14:05:23,0,,0.4316,Uber
excellent,The excellent trip. The driver was very cooperative and well mannered .,1,2025-09-09 14:04:17,0,,0.658,Uber
trip driver,The excellent trip. The driver was very cooperative and well mannered .,1,2025-09-09 14:04:17,0,,0.621,Uber
driver cooperative,The excellent trip. The driver was very cooperative and well mannered .,1,2025-09-09 14:04:17,0,,0.5376,Uber
man,The excellent trip. The driver was very cooperative and well mannered .,1,2025-09-09 14:04:17,0,,0.2686,Uber
experience good,my experience is good,1,2025-09-09 14:02:45,0,,0.765,Uber
bad experience,my experience is good,1,2025-09-09 14:02:45,0,,0.6604,Uber
wise good,my experience is good,1,2025-09-09 14:02:45,0,,0.3592,Uber
refunded pathetic,"Twice, I have had my money not refunded, and the app refuses to connect me to a person to speak to.",-1,2025-09-09 14:02:26,0,,0.5881,Uber
twice,"Twice, I have had my money not refunded, and the app refuses to connect me to a person to speak to.",-1,2025-09-09 14:02:26,0,,0.3172,Uber
connect person,"Twice, I have had my money not refunded, and the app refuses to connect me to a person to speak to.",-1,2025-09-09 14:02:26,0,,0.2601,Uber
refused help,"Twice, I have had my money not refunded, and the app refuses to connect me to a person to speak to.",-1,2025-09-09 14:02:26,0,,0.2035,Uber
speak language,"Twice, I have had my money not refunded, and the app refuses to connect me to a person to speak to.",-1,2025-09-09 14:02:26,0,,0.173,Uber
acha hai,acha hai,0,2025-09-09 13:55:55,0,,1.0,Uber
hai coustomer,acha hai,0,2025-09-09 13:55:55,0,,0.7478,Uber
fantastic jose,Fantastic,1,2025-09-09 13:54:28,0,,1.0,Uber
excellent,Excellent service.,1,2025-09-09 13:54:12,0,,0.9428,Uber
loved service,Excellent service.,1,2025-09-09 13:54:12,0,,0.5746,Uber
awsome ride,awsome ride,1,2025-09-09 13:53:52,0,,1.0,Uber
rides ubder,awsome ride,1,2025-09-09 13:53:52,0,,0.7163,Uber
fee cancel,"Can someone from support help here, I booked a shuttle trip but it was cancelled as I was 10-15s late due to traffic and now to book another trip the app is asking for complete trip fees which was cancelled, is this expected? Edit: Disappointed in the service, no help provided in this matter, this looks like a dark pattern to me on the app, they should warn users about this late fees beforehand.",-1,2025-09-09 13:48:02,0,,0.6918,Uber
trip app,"Can someone from support help here, I booked a shuttle trip but it was cancelled as I was 10-15s late due to traffic and now to book another trip the app is asking for complete trip fees which was cancelled, is this expected? Edit: Disappointed in the service, no help provided in this matter, this looks like a dark pattern to me on the app, they should warn users about this late fees beforehand.",-1,2025-09-09 13:48:02,0,,0.411,Uber
late traffic,"Can someone from support help here, I booked a shuttle trip but it was cancelled as I was 10-15s late due to traffic and now to book another trip the app is asking for complete trip fees which was cancelled, is this expected? Edit: Disappointed in the service, no help provided in this matter, this looks like a dark pattern to me on the app, they should warn users about this late fees beforehand.",-1,2025-09-09 13:48:02,0,,0.4023,Uber
10 15s,"Can someone from support help here, I booked a shuttle trip but it was cancelled as I was 10-15s late due to traffic and now to book another trip the app is asking for complete trip fees which was cancelled, is this expected? Edit: Disappointed in the service, no help provided in this matter, this looks like a dark pattern to me on the app, they should warn users about this late fees beforehand.",-1,2025-09-09 13:48:02,0,,0.0559,Uber
pattern,"Can someone from support help here, I booked a shuttle trip but it was cancelled as I was 10-15s late due to traffic and now to book another trip the app is asking for complete trip fees which was cancelled, is this expected? Edit: Disappointed in the service, no help provided in this matter, this looks like a dark pattern to me on the app, they should warn users about this late fees beforehand.",-1,2025-09-09 13:48:02,0,,-0.0497,Uber
luv,i luv it,1,2025-09-09 13:46:46,0,,0.7434,Uber
nice pleasant,"Very nice, pleasant, great conversation 👌 💯",1,2025-09-09 13:45:53,0,,0.5633,Uber
great conversation,"Very nice, pleasant, great conversation 👌 💯",1,2025-09-09 13:45:53,0,,0.5418,Uber
doing great,"Very nice, pleasant, great conversation 👌 💯",1,2025-09-09 13:45:53,0,,0.2809,Uber
nice person,"Very nice, pleasant, great conversation 👌 💯",1,2025-09-09 13:45:53,0,,0.2236,Uber
wise good,very good,1,2025-09-09 13:44:37,0,,0.7071,Uber
wise good,good,1,2025-09-09 13:38:31,0,,1.0,Uber
wise good,Good,1,2025-09-09 13:32:35,0,,1.0,Uber
nice drivers,nice driver on time & cool apps,1,2025-09-09 13:28:21,0,,0.6245,Uber
driver time,nice driver on time & cool apps,1,2025-09-09 13:28:21,0,,0.6205,Uber
apps,nice driver on time & cool apps,1,2025-09-09 13:28:21,0,,0.422,Uber
cool,nice driver on time & cool apps,1,2025-09-09 13:28:21,0,,0.3662,Uber
nice person,nice driver on time & cool apps,1,2025-09-09 13:28:21,0,,0.2621,Uber
black cab,"DON'T USE FOR BLACK CAB! We are visiting in London and have downloaded Uber to book rides. The Black Cab is an option, and every time we used it, the ride was either cancelled or no one showed up. Meanwhile we were able to hail a taxi each time without Uber. Just on the street or using the Jump app.",0,2025-09-09 13:25:42,0,,0.563,Uber
book ride,"DON'T USE FOR BLACK CAB! We are visiting in London and have downloaded Uber to book rides. The Black Cab is an option, and every time we used it, the ride was either cancelled or no one showed up. Meanwhile we were able to hail a taxi each time without Uber. Just on the street or using the Jump app.",0,2025-09-09 13:25:42,0,,0.2749,Uber
using jump,"DON'T USE FOR BLACK CAB! We are visiting in London and have downloaded Uber to book rides. The Black Cab is an option, and every time we used it, the ride was either cancelled or no one showed up. Meanwhile we were able to hail a taxi each time without Uber. Just on the street or using the Jump app.",0,2025-09-09 13:25:42,0,,0.2537,Uber
visiting london,"DON'T USE FOR BLACK CAB! We are visiting in London and have downloaded Uber to book rides. The Black Cab is an option, and every time we used it, the ride was either cancelled or no one showed up. Meanwhile we were able to hail a taxi each time without Uber. Just on the street or using the Jump app.",0,2025-09-09 13:25:42,0,,0.248,Uber
showed able,"DON'T USE FOR BLACK CAB! We are visiting in London and have downloaded Uber to book rides. The Black Cab is an option, and every time we used it, the ride was either cancelled or no one showed up. Meanwhile we were able to hail a taxi each time without Uber. Just on the street or using the Jump app.",0,2025-09-09 13:25:42,0,,0.0198,Uber
excellent,"Excellent app, convenient to use ...",1,2025-09-09 13:24:49,0,,0.8423,Uber
convenient,"Excellent app, convenient to use ...",1,2025-09-09 13:24:49,0,,0.7663,Uber
users live,"Excellent app, convenient to use ...",1,2025-09-09 13:24:49,0,,0.3749,Uber
best service,"fast approach, best services with reasonable price 👌",1,2025-09-09 13:20:26,0,,0.7092,Uber
